folio,from_civic_number,street_name,property_postal_code,neighbourhood_code,legal_type,year_built,current_land_value,current_improvement_value,tax_assessment_year
029650870000,,CROWN CRES,V6R 2A9,001,LAND,2013,4668000.0,2268000.0,2023
029650870000,,CROWN CRES,V6R 2A9,001,LAND,2013,3749000.0,2085000.0,2020
029650870000,,CROWN CRES,V6R 2A9,001,LAND,2013,4367000.0,2244000.0,2024
029650870000,,CROWN CRES,V6R 2A9,001,LAND,2013,3953000.0,2102000.0,2021
029650870000,,CROWN CRES,V6R 2A9,001,LAND,2013,4757000.0,2309000.0,2022
029650870000,,CROWN CRES,V6R 2A9,001,LAND,2013,4236000.0,2284000.0,2025
029650950000,,CROWN CRES,V6R 2A9,001,LAND,1932,4812000.0,277000.0,2022
029650950000,,CROWN CRES,V6R 2A9,001,LAND,1932,3841000.0,262000.0,2021
029650950000,,CROWN CRES,V6R 2A9,001,LAND,1932,4724000.0,272000.0,2023
029650950000,,CROWN CRES,V6R 2A9,001,LAND,1932,4419000.0,260000.0,2024
029650950000,,CROWN CRES,V6R 2A9,001,LAND,1932,3677000.0,259000.0,2020
029650950000,,CROWN CRES,V6R 2A9,001,LAND,1932,4287000.0,253000.0,2025
030630100000,,VACANT,V5T 1A9,001,OTHER,,1803000.0,0.0,2021
030630100000,,VACANT,V5T 1A9,001,OTHER,,1766000.0,0.0,2020
030630100000,,VACANT,V5T 1A9,001,OTHER,,2104000.0,0.0,2022
030630100000,,VACANT,V5T 1A9,001,OTHER,,2254000.0,0.0,2025
030630100000,,VACANT,V5T 1A9,001,OTHER,,2224000.0,0.0,2023
030630100000,,VACANT,V5T 1A9,001,OTHER,,2254000.0,0.0,2024
030630200000,,BELMONT AVE,,001,LAND,1962,222000.0,37000.0,2025
030630200000,,BELMONT AVE,,001,LAND,1962,224000.0,35500.0,2023
030630200000,,BELMONT AVE,,001,LAND,1962,226000.0,37500.0,2024
030630200000,,BELMONT AVE,,001,LAND,1962,198000.0,31300.0,2021
030630200000,,BELMONT AVE,,001,LAND,1962,224000.0,32000.0,2022
030630200000,,BELMONT AVE,,001,LAND,1962,187000.0,30600.0,2020
030630500000,,DISCOVERY ST,V6R 4K5,001,LAND,1937,122778000.0,1142000.0,2020
030630500000,,DISCOVERY ST,V6R 4K5,001,LAND,1937,129727000.0,1168000.0,2021
030630500000,,DISCOVERY ST,V6R 4K5,001,LAND,1937,146716000.0,1193000.0,2022
030630500000,,DISCOVERY ST,V6R 4K5,001,LAND,1937,150577000.0,1773000.0,2025
030630500000,,DISCOVERY ST,V6R 4K5,001,LAND,1937,149032000.0,1766000.0,2024
030630500000,,DISCOVERY ST,V6R 4K5,001,LAND,1937,146716000.0,1652000.0,2023
030670080000,,CAMOSUN ST,V6R 3W7,001,LAND,1972,2079000.0,70300.0,2024
030670080000,,CAMOSUN ST,V6R 3W7,001,LAND,1972,2058000.0,72700.0,2023
030670080000,,CAMOSUN ST,V6R 3W7,001,LAND,1972,1758000.0,68900.0,2021
030670080000,,CAMOSUN ST,V6R 3W7,001,LAND,1972,2058000.0,78000.0,2022
030670080000,,CAMOSUN ST,V6R 3W7,001,LAND,1972,1590000.0,70800.0,2020
030670080000,,CAMOSUN ST,V6R 3W7,001,LAND,1972,2113000.0,70000.0,2025
030683570000,,CAMOSUN ST,V6R 3W9,001,LAND,1928,3451000.0,125000.0,2023
030683570000,,CAMOSUN ST,V6R 3W9,001,LAND,1928,3492000.0,131000.0,2022
030683570000,,CAMOSUN ST,V6R 3W9,001,LAND,1928,2820000.0,142000.0,2020
030683570000,,CAMOSUN ST,V6R 3W9,001,LAND,1928,3582000.0,113000.0,2024
030683570000,,CAMOSUN ST,V6R 3W9,001,LAND,1928,3050000.0,137000.0,2021
030683570000,,CAMOSUN ST,V6R 3W9,001,LAND,1928,3665000.0,101000.0,2025
030683970000,,CAMOSUN ST,V6R 3W9,001,LAND,2005,3582000.0,1296000.0,2024
030683970000,,CAMOSUN ST,V6R 3W9,001,LAND,2005,3492000.0,1197000.0,2022
030683970000,,CAMOSUN ST,V6R 3W9,001,LAND,2005,3451000.0,1256000.0,2023
030683970000,,CAMOSUN ST,V6R 3W9,001,LAND,2005,2820000.0,1157000.0,2020
030683970000,,CAMOSUN ST,V6R 3W9,001,LAND,2005,3665000.0,1349000.0,2025
030683970000,,CAMOSUN ST,V6R 3W9,001,LAND,2005,3050000.0,1141000.0,2021
030710050000,,CAMOSUN ST,,003,LAND,,36233800.0,6298500.0,2020
030710050000,,CAMOSUN ST,,003,LAND,,44660000.0,13854200.0,2023
030710050000,,CAMOSUN ST,,003,LAND,,37963900.0,6344400.0,2021
030710050000,,CAMOSUN ST,,003,LAND,,63480100.0,15940000.0,2025
030710050000,,CAMOSUN ST,,003,LAND,,60820100.0,14984700.0,2024
030710050000,,CAMOSUN ST,,003,LAND,,43594100.0,13482600.0,2022
030739170000,,CAMOSUN ST,V6N 2C4,003,LAND,1952,56504000.0,1774000.0,2020
030739170000,,CAMOSUN ST,V6N 2C4,003,LAND,1952,72431292.0,3182000.0,2024
030739170000,,CAMOSUN ST,V6N 2C4,003,LAND,1952,59905000.0,2401000.0,2021
030739170000,,CAMOSUN ST,V6N 2C4,003,LAND,1952,73385000.0,3440000.0,2025
030739170000,,CAMOSUN ST,V6N 2C4,003,LAND,1952,71378000.0,2607000.0,2022
030739170000,,CAMOSUN ST,V6N 2C4,003,LAND,1952,70391000.0,2960000.0,2023
031650510000,,CROWN CRES,V6R 2A8,001,LAND,1930,3739000.0,211000.0,2024
031650510000,,CROWN CRES,V6R 2A8,001,LAND,1930,3627000.0,190000.0,2025
031650510000,,CROWN CRES,V6R 2A8,001,LAND,1930,3997000.0,230000.0,2023
031650510000,,CROWN CRES,V6R 2A8,001,LAND,1930,3062000.0,237000.0,2021
031650510000,,CROWN CRES,V6R 2A8,001,LAND,1930,2951000.0,245000.0,2020
031650510000,,CROWN CRES,V6R 2A8,001,LAND,1930,4074000.0,232000.0,2022
031650810000,,CROWN CRES,V6R 2A8,001,LAND,1932,3902200.0,87800.0,2025
031650810000,,CROWN CRES,V6R 2A8,001,LAND,1932,4633000.0,86800.0,2022
031650810000,,CROWN CRES,V6R 2A8,001,LAND,1932,4258000.0,90000.0,2024
031650810000,,CROWN CRES,V6R 2A8,001,LAND,1932,4552000.0,89300.0,2023
031650810000,,CROWN CRES,V6R 2A8,001,LAND,1932,3859000.0,72600.0,2021
031650810000,,CROWN CRES,V6R 2A8,001,LAND,1932,3712000.0,71200.0,2020
032655040000,,CROWN ST,V6R 3V8,001,LAND,1941,3307000.0,247000.0,2021
032655040000,,CROWN ST,V6R 3V8,001,LAND,1941,3678000.0,269000.0,2024
032655040000,,CROWN ST,V6R 3V8,001,LAND,1941,3932000.0,276000.0,2023
032655040000,,CROWN ST,V6R 3V8,001,LAND,1941,3567000.0,253000.0,2025
032655040000,,CROWN ST,V6R 3V8,001,LAND,1941,3175000.0,248000.0,2020
032655040000,,CROWN ST,V6R 3V8,001,LAND,1941,4015000.0,285000.0,2022
032655240000,,CROWN ST,V6R 3V8,001,LAND,1930,3554000.0,632000.0,2023
032655240000,,CROWN ST,V6R 3V8,001,LAND,1930,2877000.0,592000.0,2020
032655240000,,CROWN ST,V6R 3V8,001,LAND,1930,3623000.0,649000.0,2022
032655240000,,CROWN ST,V6R 3V8,001,LAND,1930,3325000.0,601000.0,2024
032655240000,,CROWN ST,V6R 3V8,001,LAND,1930,3011000.0,604000.0,2021
032655240000,,CROWN ST,V6R 3V8,001,LAND,1930,3225000.0,564000.0,2025
032655340000,,CROWN ST,V6R 3V8,001,LAND,1936,3031000.0,443000.0,2020
032655340000,,CROWN ST,V6R 3V8,001,LAND,1936,3724000.0,465000.0,2023
032655340000,,CROWN ST,V6R 3V8,001,LAND,1936,3810000.0,480000.0,2022
032655340000,,CROWN ST,V6R 3V8,001,LAND,1936,3173000.0,454000.0,2021
032655340000,,CROWN ST,V6R 3V8,001,LAND,1936,3484000.0,438000.0,2024
032655340000,,CROWN ST,V6R 3V8,001,LAND,1936,3379000.0,405000.0,2025
032655440000,,CROWN ST,V6R 3V8,001,LAND,2016,3932000.0,2425000.0,2022
032655440000,,CROWN ST,V6R 3V8,001,LAND,2016,3132000.0,2183000.0,2020
032655440000,,CROWN ST,V6R 3V8,001,LAND,2016,3496000.0,2445000.0,2025
032655440000,,CROWN ST,V6R 3V8,001,LAND,2016,3853000.0,2426000.0,2023
032655440000,,CROWN ST,V6R 3V8,001,LAND,2016,3278000.0,2202000.0,2021
032655440000,,CROWN ST,V6R 3V8,001,LAND,2016,3604000.0,2401000.0,2024
032655540000,,CROWN ST,V6R 3V8,001,LAND,1937,3610000.0,154000.0,2025
032655540000,,CROWN ST,V6R 3V8,001,LAND,1937,3978000.0,152000.0,2023
032655540000,,CROWN ST,V6R 3V8,001,LAND,1937,3064000.0,132000.0,2020
032655540000,,CROWN ST,V6R 3V8,001,LAND,1937,3225000.0,135000.0,2021
032655540000,,CROWN ST,V6R 3V8,001,LAND,1937,3721000.0,152000.0,2024
032655540000,,CROWN ST,V6R 3V8,001,LAND,1937,4037000.0,148000.0,2022
032655640000,,CROWN ST,V6R 3V8,001,LAND,1937,3817000.0,401000.0,2022
032655640000,,CROWN ST,V6R 3V8,001,LAND,1937,3386000.0,353000.0,2025
032655640000,,CROWN ST,V6R 3V8,001,LAND,1937,3042000.0,393000.0,2020
032655640000,,CROWN ST,V6R 3V8,001,LAND,1937,3731000.0,401000.0,2023
032655640000,,CROWN ST,V6R 3V8,001,LAND,1937,3206000.0,382000.0,2021
032655640000,,CROWN ST,V6R 3V8,001,LAND,1937,3490000.0,379000.0,2024
032655740000,,CROWN ST,V6R 3V8,001,LAND,1936,3101000.0,153000.0,2020
032655740000,,CROWN ST,V6R 3V8,001,LAND,1936,3773000.0,159000.0,2023
032655740000,,CROWN ST,V6R 3V8,001,LAND,1936,3857000.0,164000.0,2022
032655740000,,CROWN ST,V6R 3V8,001,LAND,1936,3529000.0,155000.0,2024
032655740000,,CROWN ST,V6R 3V8,001,LAND,1936,3245000.0,153000.0,2021
032655740000,,CROWN ST,V6R 3V8,001,LAND,1936,3423000.0,223000.0,2025
032655840000,,CROWN ST,V6R 3V8,001,LAND,1938,5077000.0,809000.0,2024
032655840000,,CROWN ST,V6R 3V8,001,LAND,1938,4609000.0,755000.0,2021
032655840000,,CROWN ST,V6R 3V8,001,LAND,1938,5427000.0,840000.0,2023
032655840000,,CROWN ST,V6R 3V8,001,LAND,1938,4925000.0,767000.0,2025
032655840000,,CROWN ST,V6R 3V8,001,LAND,1938,5572000.0,834000.0,2022
032655840000,,CROWN ST,V6R 3V8,001,LAND,1938,4444000.0,721000.0,2020
032670560000,,CROWN ST,V6R 3W1,001,LAND,1926,2544000.0,41500.0,2022
032670560000,,CROWN ST,V6R 3W1,001,LAND,1926,2014000.0,39900.0,2020
032670560000,,CROWN ST,V6R 3W1,001,LAND,1926,2109000.0,35600.0,2021
032670560000,,CROWN ST,V6R 3W1,001,LAND,1926,2509000.0,41500.0,2023
032670560000,,CROWN ST,V6R 3W1,001,LAND,1926,2604000.0,41900.0,2024
032670560000,,CROWN ST,V6R 3W1,001,LAND,1926,2697000.0,39600.0,2025
032670680000,,CROWN ST,V6R 3W1,001,LAND,1993,2565000.0,252000.0,2022
032670680000,,CROWN ST,V6R 3W1,001,LAND,1993,2703000.0,281000.0,2025
032670680000,,CROWN ST,V6R 3W1,001,LAND,1993,2108000.0,244000.0,2021
032670680000,,CROWN ST,V6R 3W1,001,LAND,1993,2002000.0,255000.0,2020
032670680000,,CROWN ST,V6R 3W1,001,LAND,1993,2642000.0,281000.0,2024
032670680000,,CROWN ST,V6R 3W1,001,LAND,1993,2545000.0,274000.0,2023
032670800000,,CROWN ST,V6R 3W1,001,LAND,2007,2108000.0,662000.0,2021
032670800000,,CROWN ST,V6R 3W1,001,LAND,2007,2545000.0,786000.0,2023
032670800000,,CROWN ST,V6R 3W1,001,LAND,2007,2002000.0,664000.0,2020
032670800000,,CROWN ST,V6R 3W1,001,LAND,2007,2703000.0,780000.0,2025
032670800000,,CROWN ST,V6R 3W1,001,LAND,2007,2642000.0,777000.0,2024
032670800000,,CROWN ST,V6R 3W1,001,LAND,2007,2565000.0,720000.0,2022
032670920000,,11TH AVE W,V6R 2L1,001,LAND,2010,2545000.0,981000.0,2023
032670920000,,11TH AVE W,V6R 2L1,001,LAND,2010,2002000.0,938000.0,2020
032670920000,,11TH AVE W,V6R 2L1,001,LAND,2010,2108000.0,936000.0,2021
032670920000,,11TH AVE W,V6R 2L1,001,LAND,2010,2703000.0,1062000.0,2025
032670920000,,11TH AVE W,V6R 2L1,001,LAND,2010,2565000.0,983000.0,2022
032670920000,,11TH AVE W,V6R 2L1,001,LAND,2010,2642000.0,1022000.0,2024
032683620000,,CROWN ST,V6R 3W3,001,LAND,2017,3053000.0,1622000.0,2021
032683620000,,CROWN ST,V6R 3W3,001,LAND,2017,3495000.0,1804000.0,2022
032683620000,,CROWN ST,V6R 3W3,001,LAND,2017,2822000.0,1624000.0,2020
032683620000,,CROWN ST,V6R 3W3,001,LAND,2017,3669000.0,1762000.0,2025
032683620000,,CROWN ST,V6R 3W3,001,LAND,2017,3455000.0,1748000.0,2023
032683620000,,CROWN ST,V6R 3W3,001,LAND,2017,3586000.0,1730000.0,2024
032683920000,,CROWN ST,V6R 3W3,001,LAND,1929,3320000.0,186000.0,2022
032683920000,,CROWN ST,V6R 3W3,001,LAND,1929,3282000.0,179000.0,2023
032683920000,,CROWN ST,V6R 3W3,001,LAND,1929,3278600.0,1919000.0,2025
032683920000,,CROWN ST,V6R 3W3,001,LAND,1929,2681000.0,178000.0,2020
032683920000,,CROWN ST,V6R 3W3,001,LAND,1929,2900000.0,178000.0,2021
032683920000,,CROWN ST,V6R 3W3,001,LAND,1929,3406000.0,176000.0,2024
032686050000,,CROWN ST,V6R 3W4,001,LAND,2008,2002000.0,807000.0,2021
032686050000,,CROWN ST,V6R 3W4,001,LAND,2008,1843000.0,809000.0,2020
032686050000,,CROWN ST,V6R 3W4,001,LAND,2008,2309000.0,885000.0,2023
032686050000,,CROWN ST,V6R 3W4,001,LAND,2008,2327000.0,909000.0,2022
032686050000,,CROWN ST,V6R 3W4,001,LAND,2008,2452000.0,947000.0,2025
032686050000,,CROWN ST,V6R 3W4,001,LAND,2008,2397000.0,922000.0,2024
032686060000,,CROWN ST,V6R 4K9,001,LAND,1924,94682000.0,21475000.0,2021
032686060000,,CROWN ST,V6R 4K9,001,LAND,1924,87705000.0,16897000.0,2020
032686060000,,CROWN ST,V6R 4K9,001,LAND,1924,119379000.0,24169000.0,2025
032686060000,,CROWN ST,V6R 4K9,001,LAND,1924,111101000.0,21838000.0,2022
032686060000,,CROWN ST,V6R 4K9,001,LAND,1924,111536000.0,23144000.0,2023
032686060000,,CROWN ST,V6R 4K9,001,LAND,1924,115177801.0,23656000.0,2024
032686170000,,CROWN ST,V6R 3W4,001,LAND,2008,2452000.0,780000.0,2025
032686170000,,CROWN ST,V6R 3W4,001,LAND,2008,2309000.0,795000.0,2023
032686170000,,CROWN ST,V6R 3W4,001,LAND,2008,2002000.0,609000.0,2021
032686170000,,CROWN ST,V6R 3W4,001,LAND,2008,1843000.0,611000.0,2020
032686170000,,CROWN ST,V6R 3W4,001,LAND,2008,2327000.0,663000.0,2022
032686170000,,CROWN ST,V6R 3W4,001,LAND,2008,2397000.0,786000.0,2024
032686230000,,CROWN ST,V6R 3W4,001,LAND,2008,2452000.0,733000.0,2025
032686230000,,CROWN ST,V6R 3W4,001,LAND,2008,2002000.0,616000.0,2021
032686230000,,CROWN ST,V6R 3W4,001,LAND,2008,2327000.0,670000.0,2022
032686230000,,CROWN ST,V6R 3W4,001,LAND,2008,1843000.0,617000.0,2020
032686230000,,CROWN ST,V6R 3W4,001,LAND,2008,2397000.0,730000.0,2024
032686230000,,CROWN ST,V6R 3W4,001,LAND,2008,2309000.0,747000.0,2023
032686430000,,CROWN ST,V6R 3W4,001,LAND,1929,2397000.0,38100.0,2024
032686430000,,CROWN ST,V6R 3W4,001,LAND,1929,2002000.0,38600.0,2021
032686430000,,CROWN ST,V6R 3W4,001,LAND,1929,2309000.0,39900.0,2023
032686430000,,CROWN ST,V6R 3W4,001,LAND,1929,1843000.0,40200.0,2020
032686430000,,CROWN ST,V6R 3W4,001,LAND,1929,2452000.0,56700.0,2025
032686430000,,CROWN ST,V6R 3W4,001,LAND,1929,2327000.0,40500.0,2022
032686550000,,CROWN ST,V6R 3W4,001,LAND,1929,2452000.0,26700.0,2025
032686550000,,CROWN ST,V6R 3W4,001,LAND,1929,1843000.0,16400.0,2020
032686550000,,CROWN ST,V6R 3W4,001,LAND,1929,2002000.0,15900.0,2021
032686550000,,CROWN ST,V6R 3W4,001,LAND,1929,2397000.0,17500.0,2024
032686550000,,CROWN ST,V6R 3W4,001,LAND,1929,2309000.0,17500.0,2023
032686550000,,CROWN ST,V6R 3W4,001,LAND,1929,2327000.0,17400.0,2022
032686670000,,CROWN ST,V6R 3W4,001,LAND,1924,2309000.0,135000.0,2023
032686670000,,CROWN ST,V6R 3W4,001,LAND,1924,2002000.0,148000.0,2021
032686670000,,CROWN ST,V6R 3W4,001,LAND,1924,1843000.0,155000.0,2020
032686670000,,CROWN ST,V6R 3W4,001,LAND,1924,2327000.0,142000.0,2022
032686670000,,CROWN ST,V6R 3W4,001,LAND,1924,2397000.0,124000.0,2024
032686670000,,CROWN ST,V6R 3W4,001,LAND,1924,2452000.0,112000.0,2025
032686790000,,CROWN ST,V6R 3W4,001,LAND,1942,2365000.0,36400.0,2025
032686790000,,CROWN ST,V6R 3W4,001,LAND,1942,1939000.0,32200.0,2021
032686790000,,CROWN ST,V6R 3W4,001,LAND,1942,1781000.0,35100.0,2020
032686790000,,CROWN ST,V6R 3W4,001,LAND,1942,2227000.0,38200.0,2023
032686790000,,CROWN ST,V6R 3W4,001,LAND,1942,2311000.0,38600.0,2024
032686790000,,CROWN ST,V6R 3W4,001,LAND,1942,2251000.0,37600.0,2022
032686910000,,CROWN ST,V6R 3W4,001,LAND,1940,1937000.0,27400.0,2021
032686910000,,CROWN ST,V6R 3W4,001,LAND,1940,2361000.0,30000.0,2025
032686910000,,CROWN ST,V6R 3W4,001,LAND,1940,1779000.0,29600.0,2020
032686910000,,CROWN ST,V6R 3W4,001,LAND,1940,2223000.0,31500.0,2023
032686910000,,CROWN ST,V6R 3W4,001,LAND,1940,2307000.0,31800.0,2024
032686910000,,CROWN ST,V6R 3W4,001,LAND,1940,2247000.0,31700.0,2022
032688070000,,CROWN ST,V6R 3W5,001,LAND,1926,2916000.0,34900.0,2023
032688070000,,CROWN ST,V6R 3W5,001,LAND,1926,2362000.0,31300.0,2020
032688070000,,CROWN ST,V6R 3W5,001,LAND,1926,2942000.0,34300.0,2022
032688070000,,CROWN ST,V6R 3W5,001,LAND,1926,3097000.0,40700.0,2025
032688070000,,CROWN ST,V6R 3W5,001,LAND,1926,2546000.0,31300.0,2021
032688070000,,CROWN ST,V6R 3W5,001,LAND,1926,3026000.0,34900.0,2024
032688310000,,CROWN ST,V6R 3W5,001,LAND,2014,2600000.0,1337000.0,2021
032688310000,,CROWN ST,V6R 3W5,001,LAND,2014,3091000.0,1506000.0,2024
032688310000,,CROWN ST,V6R 3W5,001,LAND,2014,2411000.0,1339000.0,2020
032688310000,,CROWN ST,V6R 3W5,001,LAND,2014,2978000.0,1443000.0,2023
032688310000,,CROWN ST,V6R 3W5,001,LAND,2014,3008000.0,1407000.0,2022
032688310000,,CROWN ST,V6R 3W5,001,LAND,2014,3163000.0,1567000.0,2025
032688430000,,CROWN ST,V6R 3W5,001,LAND,1941,1936000.0,873000.0,2021
032688430000,,CROWN ST,V6R 3W5,001,LAND,1941,2223000.0,938000.0,2023
032688430000,,CROWN ST,V6R 3W5,001,LAND,1941,1778000.0,832000.0,2020
032688430000,,CROWN ST,V6R 3W5,001,LAND,1941,2361000.0,941000.0,2025
032688430000,,CROWN ST,V6R 3W5,001,LAND,1941,2247000.0,962000.0,2022
032688430000,,CROWN ST,V6R 3W5,001,LAND,1941,2308000.0,939000.0,2024
032688550000,,CROWN ST,V6R 3W5,001,LAND,1941,2247000.0,18500.0,2022
032688550000,,CROWN ST,V6R 3W5,001,LAND,1941,1936000.0,15400.0,2021
032688550000,,CROWN ST,V6R 3W5,001,LAND,1941,1778000.0,15400.0,2020
032688550000,,CROWN ST,V6R 3W5,001,LAND,1941,2361000.0,27500.0,2025
032688550000,,CROWN ST,V6R 3W5,001,LAND,1941,2223000.0,19400.0,2023
032688550000,,CROWN ST,V6R 3W5,001,LAND,1941,2308000.0,19400.0,2024
032688670000,,CROWN ST,V6R 3W5,001,LAND,1994,2000000.0,255000.0,2021
032688670000,,CROWN ST,V6R 3W5,001,LAND,1994,1841000.0,264000.0,2020
032688670000,,CROWN ST,V6R 3W5,001,LAND,1994,2324000.0,264000.0,2022
032688670000,,CROWN ST,V6R 3W5,001,LAND,1994,2449000.0,286000.0,2025
032688670000,,CROWN ST,V6R 3W5,001,LAND,1994,2393000.0,283000.0,2024
032688670000,,CROWN ST,V6R 3W5,001,LAND,1994,2306000.0,276000.0,2023
032688830000,,CROWN ST,V6R 3W5,001,LAND,2013,1430000.0,1277000.0,2020
032688830000,,CROWN ST,V6R 3W5,001,LAND,2013,2032000.0,1488000.0,2024
032688830000,,CROWN ST,V6R 3W5,001,LAND,2013,1522000.0,1314000.0,2021
032688830000,,CROWN ST,V6R 3W5,001,LAND,2013,2125000.0,1537000.0,2025
032688830000,,CROWN ST,V6R 3W5,001,LAND,2013,1850000.0,1386000.0,2022
032688830000,,CROWN ST,V6R 3W5,001,LAND,2013,1940000.0,1423000.0,2023
032688930000,,CROWN ST,V6R 3W5,001,LAND,2013,1355000.0,1209000.0,2020
032688930000,,CROWN ST,V6R 3W5,001,LAND,2013,1752000.0,1280000.0,2022
032688930000,,CROWN ST,V6R 3W5,001,LAND,2013,2013000.0,1400000.0,2025
032688930000,,CROWN ST,V6R 3W5,001,LAND,2013,1838000.0,1299000.0,2023
032688930000,,CROWN ST,V6R 3W5,001,LAND,2013,1442000.0,1214000.0,2021
032688930000,,CROWN ST,V6R 3W5,001,LAND,2013,1925000.0,1357000.0,2024
032710050000,,VACANT,,003,LAND,,44548000.0,0.0,2023
032710050000,,VACANT,,003,LAND,,36645000.0,0.0,2020
032710050000,,VACANT,,003,LAND,,46442000.0,0.0,2025
032710050000,,VACANT,,003,LAND,,38841000.0,0.0,2021
032710050000,,VACANT,,003,LAND,,45258000.0,0.0,2022
032710050000,,VACANT,,003,LAND,,46048000.0,0.0,2024
032710750000,,CROWN ST,V6S 2K3,003,LAND,1964,46993000.0,1488000.0,2025
032710750000,,CROWN ST,V6S 2K3,003,LAND,1964,39234000.0,1039000.0,2021
032710750000,,CROWN ST,V6S 2K3,003,LAND,1964,37045000.0,660000.0,2020
032710750000,,CROWN ST,V6S 2K3,003,LAND,1964,46410804.0,1378000.0,2024
032710750000,,CROWN ST,V6S 2K3,003,LAND,1964,45076000.0,1283000.0,2023
032710750000,,CROWN ST,V6S 2K3,003,LAND,1964,45774000.0,1129000.0,2022
032714320000,,CROWN ST,V6S 2K5,003,LAND,1946,3266000.0,56100.0,2023
032714320000,,CROWN ST,V6S 2K5,003,LAND,1946,2824000.0,53300.0,2021
032714320000,,CROWN ST,V6S 2K5,003,LAND,1946,2665000.0,60500.0,2020
032714320000,,CROWN ST,V6S 2K5,003,LAND,1946,3324000.0,59100.0,2022
032714320000,,CROWN ST,V6S 2K5,003,LAND,1946,3405000.0,10000.0,2025
032714320000,,CROWN ST,V6S 2K5,003,LAND,1946,3376000.0,54100.0,2024
032714420000,,CROWN ST,V6S 2K5,003,LAND,1946,3376000.0,42800.0,2024
032714420000,,CROWN ST,V6S 2K5,003,LAND,1946,3405000.0,40500.0,2025
032714420000,,CROWN ST,V6S 2K5,003,LAND,1946,2824000.0,37300.0,2021
032714420000,,CROWN ST,V6S 2K5,003,LAND,1946,2665000.0,40400.0,2020
032714420000,,CROWN ST,V6S 2K5,003,LAND,1946,3324000.0,43300.0,2022
032714420000,,CROWN ST,V6S 2K5,003,LAND,1946,3266000.0,42400.0,2023
032714520000,,CROWN ST,V6S 2K5,003,LAND,1988,2824000.0,438000.0,2021
032714520000,,CROWN ST,V6S 2K5,003,LAND,1988,3376000.0,375000.0,2024
032714520000,,CROWN ST,V6S 2K5,003,LAND,1988,3266000.0,388000.0,2023
032714520000,,CROWN ST,V6S 2K5,003,LAND,1988,2665000.0,453000.0,2020
032714520000,,CROWN ST,V6S 2K5,003,LAND,1988,3405000.0,378000.0,2025
032714520000,,CROWN ST,V6S 2K5,003,LAND,1988,3324000.0,396000.0,2022
032714620000,,CROWN ST,V6S 2K5,003,LAND,1945,3153000.0,1140000.0,2025
032714620000,,CROWN ST,V6S 2K5,003,LAND,1945,3063000.0,1112000.0,2024
032714620000,,CROWN ST,V6S 2K5,003,LAND,1945,2562000.0,1008000.0,2021
032714620000,,CROWN ST,V6S 2K5,003,LAND,1945,3016000.0,1046000.0,2022
032714620000,,CROWN ST,V6S 2K5,003,LAND,1945,2422000.0,1010000.0,2020
032714620000,,CROWN ST,V6S 2K5,003,LAND,1945,2964000.0,1057000.0,2023
032717240000,,CROWN ST,V6S 2K5,003,LAND,1946,2665000.0,90200.0,2020
032717240000,,CROWN ST,V6S 2K5,003,LAND,1946,3376000.0,93000.0,2024
032717240000,,CROWN ST,V6S 2K5,003,LAND,1946,3266000.0,94700.0,2023
032717240000,,CROWN ST,V6S 2K5,003,LAND,1946,2824000.0,83500.0,2021
032717240000,,CROWN ST,V6S 2K5,003,LAND,1946,3405000.0,88300.0,2025
032717240000,,CROWN ST,V6S 2K5,003,LAND,1946,3324000.0,97300.0,2022
032717540000,,CROWN ST,V6S 2K5,003,LAND,1945,2665000.0,149000.0,2020
032717540000,,CROWN ST,V6S 2K5,003,LAND,1945,3324000.0,159000.0,2022
032717540000,,CROWN ST,V6S 2K5,003,LAND,1945,2824000.0,139000.0,2021
032717540000,,CROWN ST,V6S 2K5,003,LAND,1945,3266000.0,156000.0,2023
032717540000,,CROWN ST,V6S 2K5,003,LAND,1945,3405000.0,142000.0,2025
032717540000,,CROWN ST,V6S 2K5,003,LAND,1945,3376000.0,151000.0,2024
032717840000,,CROWN ST,V6S 2K5,003,LAND,2013,2610000.0,1264000.0,2020
032717840000,,CROWN ST,V6S 2K5,003,LAND,2013,3307000.0,1625000.0,2022
032717840000,,CROWN ST,V6S 2K5,003,LAND,2013,3390000.0,1817000.0,2025
032717840000,,CROWN ST,V6S 2K5,003,LAND,2013,3361000.0,1746000.0,2024
032717840000,,CROWN ST,V6S 2K5,003,LAND,2013,3251000.0,1656000.0,2023
032717840000,,CROWN ST,V6S 2K5,003,LAND,2013,2770000.0,1547000.0,2021
032745060000,,CROWN ST,V6N 2B5,003,LAND,1946,3449000.0,351000.0,2023
032745060000,,CROWN ST,V6N 2B5,003,LAND,1946,2985000.0,322000.0,2020
032745060000,,CROWN ST,V6N 2B5,003,LAND,1946,3513000.0,342000.0,2024
032745060000,,CROWN ST,V6N 2B5,003,LAND,1946,2978000.0,306000.0,2021
032745060000,,CROWN ST,V6N 2B5,003,LAND,1946,3507000.0,355000.0,2022
032745060000,,CROWN ST,V6N 2B5,003,LAND,1946,3731000.0,322000.0,2025
032745260000,,CROWN ST,V6N 2B5,003,LAND,1938,2590000.0,66500.0,2020
032745260000,,CROWN ST,V6N 2B5,003,LAND,1938,2997000.0,65100.0,2023
032745260000,,CROWN ST,V6N 2B5,003,LAND,1938,3048000.0,65900.0,2022
